Customer_id,Villa_id,dates
1607,271,25/10/19
1610,191,24/05/19
1612,308,20/09/19
1613,11,27/09/19
1616,363,18/10/19
1617,324,14/06/19
1623,47,24/05/19
1624,49,09/08/19
1628,186,02/08/19
1631,144,24/05/19
1632,332,11/10/19
1639,284,02/08/19
1645,60,20/09/19
1647,301,28/06/19
1648,342,23/08/19
1649,83,20/09/19
1652,303,20/09/19
1655,51,21/06/19
1657,64,31/05/19
1659,13,30/08/19
1669,142,16/08/19
1676,281,30/08/19
1677,348,27/09/19
1688,325,12/07/19
1690,375,30/08/19
1695,116,05/07/19
1697,103,19/07/19
1698,140,14/06/19
1703,166,31/05/19
1704,236,31/05/19
1709,60,26/07/19
1712,343,23/08/19
1713,371,27/09/19
1723,171,28/06/19
1724,316,09/08/19
1730,38,21/06/19
1731,37,13/09/19
1736,51,12/07/19
1740,227,02/08/19
1744,74,26/07/19
1750,334,17/05/19
1755,59,25/10/19
1756,168,27/09/19
1757,76,02/08/19
1758,314,20/09/19
1761,355,17/05/19
1763,222,19/07/19
1764,68,23/08/19
1766,45,24/05/19
1771,368,09/08/19
1772,171,24/05/19
1775,203,19/07/19
1777,43,19/07/19
1780,175,24/05/19
1781,127,06/09/19
1782,384,17/05/19
1784,143,04/10/19
1791,43,17/05/19
1795,2,19/07/19
1797,251,25/10/19
1804,190,20/09/19
1810,359,09/08/19
1811,321,11/10/19
1812,68,23/08/19
1814,38,28/06/19
1817,292,09/08/19
1824,294,20/09/19
1830,298,23/08/19
1833,7,18/10/19
1835,336,13/09/19
1837,136,25/10/19
1843,254,17/05/19
1847,129,20/09/19
1849,348,26/07/19
1850,295,14/06/19
1851,166,16/08/19
1853,230,06/09/19
1859,349,30/08/19
1860,334,30/08/19
1863,356,14/06/19
1864,175,31/05/19
1866,209,09/08/19
1873,92,18/10/19
1874,102,28/06/19
1875,337,16/08/19
1877,222,25/10/19
1886,145,31/05/19
1887,308,18/10/19
1890,212,17/05/19
1892,217,21/06/19
1894,131,20/09/19
1899,53,12/07/19
1904,57,21/06/19
1909,61,06/09/19
1910,85,11/10/19
1916,356,09/08/19
1919,234,30/08/19
1924,169,09/08/19
1925,315,31/05/19
1926,36,19/07/19
1928,116,12/07/19
1931,350,20/09/19
1948,138,26/07/19
1950,281,24/05/19
1951,151,13/09/19
1955,68,02/08/19
1957,125,04/10/19
1961,182,23/08/19
1963,1,12/07/19
1964,228,24/05/19
1968,375,28/06/19
1978,178,13/09/19
1984,20,28/06/19
1988,53,05/07/19
2001,133,27/09/19
2002,348,05/07/19
2009,36,26/07/19
2012,303,20/09/19
2027,297,06/09/19
2028,341,09/08/19
2029,257,30/08/19
2033,241,07/06/19
2037,216,26/07/19
2040,125,13/09/19
2043,69,16/08/19
2052,75,14/06/19
2054,175,17/05/19
2058,302,31/05/19
2060,275,27/09/19
2062,130,24/05/19
2064,103,19/07/19
2066,142,27/09/19
2070,359,30/08/19
2073,383,02/08/19
2074,203,23/08/19
2082,146,11/10/19
2095,153,30/08/19
2102,351,28/06/19
2106,66,23/08/19
2114,163,16/08/19
2119,189,14/06/19
2121,22,05/07/19
2122,105,28/06/19
2126,223,14/06/19
2128,349,17/05/19
2129,382,06/09/19
2137,60,17/05/19
2143,161,20/09/19
2150,78,19/07/19
2153,292,18/10/19
2161,270,28/06/19
2165,286,19/07/19
2166,110,17/05/19
2167,133,04/10/19
2170,365,02/08/19
2171,245,31/05/19
2172,341,17/05/19
2173,205,26/07/19
2177,305,16/08/19
2178,7,09/08/19
2179,268,02/08/19
2181,152,05/07/19
2184,59,23/08/19
2187,193,21/06/19
2200,72,05/07/19
2202,163,16/08/19
2203,376,06/09/19
2204,120,06/09/19
2205,5,27/09/19
2206,378,12/07/19
2210,103,26/07/19
2213,126,24/05/19
2218,16,19/07/19
2219,336,14/06/19
2223,285,04/10/19
2224,177,19/07/19
2225,210,05/07/19
2228,314,27/09/19
2229,53,27/09/19
2231,302,27/09/19
2232,155,27/09/19
2236,386,13/09/19
2239,141,12/07/19
2240,230,11/10/19
2245,308,19/07/19
2247,306,09/08/19
2249,100,24/05/19
2250,7,17/05/19
2253,82,14/06/19
2254,314,28/06/19
2258,203,27/09/19
2265,252,12/07/19
2266,218,14/06/19
2268,379,31/05/19
2270,247,21/06/19
2272,207,27/09/19
2273,14,09/08/19
2275,128,16/08/19
2278,197,23/08/19
2279,90,06/09/19
2281,86,23/08/19
2282,132,05/07/19
2283,203,23/08/19
2284,250,25/10/19
2285,303,11/10/19
2296,91,25/10/19
2298,352,06/09/19
2300,90,26/07/19
2301,125,13/09/19
2306,88,06/09/19
2308,72,26/07/19
2309,43,17/05/19
2315,262,26/07/19
2316,126,28/06/19
2321,99,21/06/19
2329,299,09/08/19
2332,3,05/07/19
2338,334,20/09/19
2340,120,20/09/19
2344,86,23/08/19
2346,17,16/08/19
2347,146,06/09/19
2356,156,07/06/19
2362,37,19/07/19
2364,316,26/07/19
2368,18,07/06/19
2369,328,12/07/19
2370,181,28/06/19
2372,287,20/09/19
2376,291,23/08/19
2377,158,19/07/19
2378,120,24/05/19
2381,303,23/08/19
2390,185,17/05/19
2391,131,31/05/19
2393,349,06/09/19
2398,333,06/09/19
2399,303,25/10/19
2400,116,20/09/19
2404,100,30/08/19
2406,261,20/09/19
2408,373,18/10/19
2411,155,25/10/19
2415,73,05/07/19
2422,86,24/05/19
2424,258,21/06/19
2428,260,14/06/19
2430,347,14/06/19
2432,76,17/05/19
2433,125,12/07/19
2438,71,04/10/19
2440,129,07/06/19
2441,320,13/09/19
2443,220,11/10/19
2447,31,31/05/19
2451,228,13/09/19
2452,51,14/06/19
2453,85,16/08/19
2456,363,14/06/19
2460,16,19/07/19
2463,83,24/05/19
2467,383,06/09/19
2475,217,16/08/19
2476,279,09/08/19
2481,82,23/08/19
2483,119,12/07/19
2485,229,19/07/19
2486,337,20/09/19
2505,180,14/06/19
2506,258,18/10/19
2507,38,14/06/19
2510,81,05/07/19
2512,46,17/05/19
2514,216,26/07/19
2515,357,21/06/19
2521,12,13/09/19
2528,164,31/05/19
2530,250,13/09/19
2536,238,16/08/19
2537,377,26/07/19
2539,300,06/09/19
2542,13,13/09/19
2552,40,12/07/19
2554,46,14/06/19
2555,324,18/10/19
2567,42,11/10/19
2571,279,24/05/19
2573,241,04/10/19
2578,348,20/09/19
2580,286,20/09/19
2581,33,06/09/19
2585,20,11/10/19
2586,308,02/08/19
2590,372,16/08/19
2592,191,11/10/19
2595,85,04/10/19
2602,331,18/10/19
2603,228,17/05/19
2605,129,28/06/19
2611,39,27/09/19
2615,228,06/09/19
2616,131,25/10/19
2617,105,31/05/19
2621,35,14/06/19
2624,275,30/08/19
2631,131,02/08/19
2632,108,05/07/19
2634,124,13/09/19
2636,74,21/06/19
2641,164,19/07/19
2643,10,17/05/19
2652,200,18/10/19
2657,335,27/09/19
2658,289,25/10/19
2665,254,02/08/19
2668,158,23/08/19
2673,325,18/10/19
2677,347,23/08/19
2678,234,26/07/19
2680,236,21/06/19
2683,314,09/08/19
2685,334,31/05/19
2687,364,18/10/19
2689,340,26/07/19
2692,141,09/08/19
2693,356,23/08/19
2696,165,04/10/19
2698,123,31/05/19
2704,152,17/05/19
2706,58,24/05/19
2708,240,09/08/19
2709,251,28/06/19
2712,270,27/09/19
2713,193,16/08/19
2722,302,07/06/19
2723,85,27/09/19
2725,344,19/07/19
2731,85,20/09/19
2733,144,24/05/19
2736,334,09/08/19
2739,324,06/09/19
2743,177,24/05/19
2745,173,12/07/19
2748,175,28/06/19
2761,18,12/07/19
2762,63,24/05/19
2765,235,09/08/19
2766,82,06/09/19
2768,94,20/09/19
2770,34,13/09/19
2772,86,12/07/19
2776,334,21/06/19
2778,341,13/09/19
2781,192,18/10/19
2786,350,23/08/19
2787,363,27/09/19
2792,34,16/08/19
2794,158,21/06/19
2798,115,24/05/19
2802,131,09/08/19
2805,262,17/05/19
2806,317,07/06/19
2810,335,21/06/19
2814,3,24/05/19
2817,129,31/05/19
2818,225,07/06/19
2820,270,23/08/19
2821,116,19/07/19
2824,67,17/05/19
2826,360,11/10/19
2827,287,28/06/19
2829,231,06/09/19
2830,274,16/08/19
2831,202,28/06/19
2834,164,24/05/19
2835,77,02/08/19
2836,13,06/09/19
2837,360,20/09/19
2841,343,13/09/19
2843,248,28/06/19
2845,210,28/06/19
2847,128,24/05/19
2849,165,25/10/19
2851,122,28/06/19
2853,24,23/08/19
2856,168,25/10/19
2869,251,11/10/19
2871,104,14/06/19
2874,94,20/09/19
2875,331,23/08/19
2877,134,02/08/19
2878,382,14/06/19
2883,274,17/05/19
2886,95,28/06/19
2888,276,16/08/19
2890,277,27/09/19
2894,266,12/07/19
2895,113,16/08/19
2896,296,11/10/19
2899,318,17/05/19
2901,354,27/09/19
2903,213,30/08/19
2904,19,30/08/19
2905,131,18/10/19
2908,34,21/06/19
2912,207,31/05/19
2914,280,13/09/19
2916,200,16/08/19
2918,115,18/10/19
2919,125,19/07/19
2922,179,17/05/19
2924,18,13/09/19
2925,359,16/08/19
2927,44,13/09/19
2930,104,05/07/19
2935,132,26/07/19
2940,189,20/09/19
2942,207,27/09/19
2945,3,17/05/19
2949,5,21/06/19
2958,333,04/10/19
2959,3,30/08/19
2971,361,16/08/19
2977,357,11/10/19
2979,371,21/06/19
2982,348,26/07/19
2985,348,18/10/19
2986,14,20/09/19
2993,202,18/10/19
2995,108,18/10/19
2996,99,23/08/19
3005,305,24/05/19
3007,278,28/06/19
3009,150,26/07/19
3014,361,09/08/19
3015,388,23/08/19
3017,29,13/09/19
3018,283,05/07/19
3020,341,16/08/19
3022,306,11/10/19
3025,102,17/05/19
3028,214,31/05/19
3031,90,13/09/19
3033,50,28/06/19
3034,175,18/10/19
3039,292,05/07/19
3041,151,09/08/19
3048,313,11/10/19
3050,114,24/05/19
3051,383,02/08/19
3054,17,24/05/19
3056,203,13/09/19
3058,224,26/07/19
3059,100,20/09/19
3062,339,30/08/19
3064,109,04/10/19
3068,227,30/08/19
3075,8,26/07/19
3078,226,05/07/19
3079,163,21/06/19
3081,327,18/10/19
3084,300,16/08/19
3089,31,17/05/19
3093,117,19/07/19
3101,172,02/08/19
3103,39,27/09/19
3112,75,27/09/19
3113,103,05/07/19
3117,140,14/06/19
3124,54,07/06/19
3126,308,30/08/19
3129,164,02/08/19
3131,300,07/06/19
3133,27,24/05/19
3138,113,05/07/19
3139,285,02/08/19
3140,102,18/10/19
3143,70,04/10/19
3146,3,11/10/19
3148,366,30/08/19
3152,237,25/10/19
3153,97,27/09/19
3154,300,31/05/19
3160,370,28/06/19
3161,360,25/10/19
3164,305,30/08/19
3167,351,06/09/19
3168,360,31/05/19
3173,127,04/10/19
3175,223,16/08/19
3179,179,14/06/19
3182,31,23/08/19
3183,351,16/08/19
3185,288,25/10/19
3186,219,23/08/19
3188,375,02/08/19
3195,126,18/10/19
3200,145,25/10/19
3202,339,02/08/19
3204,119,30/08/19
3205,266,21/06/19
3206,127,18/10/19
3211,320,06/09/19
3218,49,18/10/19
3224,45,31/05/19
3226,13,14/06/19
3227,342,31/05/19
3236,362,17/05/19
3238,211,12/07/19
3239,146,06/09/19
3244,53,12/07/19
3248,331,21/06/19
3249,24,14/06/19
3250,208,20/09/19
3256,341,28/06/19
3257,228,25/10/19
3260,22,11/10/19
3265,22,07/06/19
3269,278,02/08/19
3271,268,27/09/19
3274,274,20/09/19
3275,123,26/07/19
3278,291,06/09/19
3280,82,04/10/19
3281,253,31/05/19
3283,107,31/05/19
3284,305,28/06/19
3287,185,12/07/19
3288,312,04/10/19
3289,277,24/05/19
3291,96,06/09/19
3293,82,14/06/19
3296,240,12/07/19
3298,271,09/08/19
3310,262,25/10/19
3312,370,26/07/19
3313,225,13/09/19
3318,195,20/09/19
3323,180,30/08/19
3326,317,04/10/19
3329,268,26/07/19
3333,120,20/09/19
3335,232,13/09/19
3338,66,23/08/19
3339,257,09/08/19
3344,135,20/09/19
3349,271,24/05/19
3350,15,04/10/19
3353,381,09/08/19
3356,163,11/10/19
3358,67,31/05/19
3360,327,06/09/19
3367,357,24/05/19
3369,300,13/09/19
3374,218,30/08/19
3375,289,18/10/19
3378,165,19/07/19
3380,353,07/06/19
3384,82,14/06/19
3385,338,06/09/19
3388,139,02/08/19
3389,222,07/06/19
3391,321,20/09/19
3392,78,11/10/19
3393,332,25/10/19
3394,144,16/08/19
3395,229,18/10/19
3396,307,21/06/19
3397,113,19/07/19
3399,73,19/07/19
3400,144,13/09/19
3403,301,16/08/19
3404,365,07/06/19
3406,39,07/06/19
3408,321,30/08/19
3413,109,30/08/19
3415,306,23/08/19
3418,313,13/09/19
3419,63,06/09/19
3423,79,28/06/19
3424,4,19/07/19
3427,298,11/10/19
3429,79,19/07/19
3430,359,30/08/19
3433,359,02/08/19
3439,186,17/05/19
3441,362,07/06/19
3445,173,24/05/19
3447,23,05/07/19
3450,20,26/07/19
3452,141,09/08/19
3454,6,30/08/19
3455,243,11/10/19
3459,78,16/08/19
3460,163,26/07/19
3463,239,31/05/19
3467,24,12/07/19
3468,325,04/10/19
3469,68,25/10/19
3473,200,09/08/19
3474,151,04/10/19
3477,311,18/10/19
3480,36,23/08/19
3482,103,02/08/19
3484,27,28/06/19
3486,171,09/08/19
3490,150,20/09/19
3491,84,13/09/19
3495,220,28/06/19
3498,277,17/05/19
3499,120,25/10/19
3500,331,18/10/19
3501,180,04/10/19
3502,42,31/05/19
3503,374,17/05/19
3505,335,16/08/19
3510,196,31/05/19
3511,80,31/05/19
3512,140,31/05/19
3513,275,28/06/19
3514,229,25/10/19
3518,321,17/05/19
3520,46,23/08/19
3521,208,13/09/19
3524,371,12/07/19
3529,338,02/08/19
3539,81,12/07/19
3542,189,11/10/19
3545,80,24/05/19
3549,101,26/07/19
3550,223,17/05/19
3555,142,27/09/19
3556,14,06/09/19
3562,326,18/10/19
3569,97,25/10/19
3574,284,11/10/19
3576,229,19/07/19
3579,18,04/10/19
3580,23,23/08/19
3588,37,05/07/19
3593,239,24/05/19
3595,303,14/06/19
3596,224,13/09/19
3600,124,20/09/19
3604,255,30/08/19
3610,364,14/06/19
3614,284,16/08/19
3628,332,21/06/19
3629,265,27/09/19
3634,155,31/05/19
3639,253,11/10/19
3644,318,05/07/19
3649,273,09/08/19
3654,172,12/07/19
3656,109,26/07/19
3657,43,05/07/19
3663,198,24/05/19
3665,299,19/07/19
3667,36,23/08/19
3671,360,19/07/19
3673,17,02/08/19
3674,279,19/07/19
3675,194,04/10/19
3677,248,06/09/19
3683,124,28/06/19
3685,4,30/08/19
3688,312,27/09/19
3689,329,19/07/19
3693,105,04/10/19
3695,289,06/09/19
3697,32,11/10/19
3703,38,26/07/19
3704,141,06/09/19
3710,32,11/10/19
3711,239,04/10/19
3716,10,27/09/19
3717,74,28/06/19
3725,377,26/07/19
3727,207,13/09/19
3729,112,21/06/19
3731,239,28/06/19
3733,113,12/07/19
3736,265,02/08/19
3738,160,11/10/19
3741,306,12/07/19
3745,321,17/05/19
3747,381,24/05/19
3751,237,18/10/19
3764,363,25/10/19
3772,167,28/06/19
3774,331,24/05/19
3776,135,21/06/19
3782,134,27/09/19
3785,297,21/06/19
3787,363,16/08/19
3793,140,17/05/19
3794,86,21/06/19
3799,139,30/08/19
3805,165,14/06/19
3812,375,25/10/19
3814,379,04/10/19
3815,186,20/09/19
3816,83,23/08/19
3819,317,16/08/19
3820,55,04/10/19
3821,84,16/08/19
3824,212,14/06/19
3827,164,11/10/19
3828,6,06/09/19
3830,5,13/09/19
3832,305,05/07/19
3833,159,23/08/19
3835,195,05/07/19
3837,153,25/10/19
3839,161,12/07/19
3843,140,27/09/19
3844,262,05/07/19
3845,76,25/10/19
3849,248,23/08/19
3851,162,02/08/19
3852,29,27/09/19
3853,369,02/08/19
3856,167,30/08/19
3862,358,31/05/19
3865,88,26/07/19
3866,32,30/08/19
3867,28,20/09/19
3869,377,17/05/19
3870,289,19/07/19
3872,213,28/06/19
3875,286,30/08/19
3880,107,26/07/19
3881,90,13/09/19
3884,44,09/08/19
3885,284,19/07/19
3888,222,14/06/19
3891,125,14/06/19
3894,374,12/07/19
3896,210,28/06/19
3897,317,09/08/19
3913,232,04/10/19
3914,154,18/10/19
3916,353,13/09/19
3922,292,18/10/19
3926,181,06/09/19
3928,251,19/07/19
3930,264,09/08/19
3931,209,02/08/19
3937,288,13/09/19
3940,94,20/09/19
3941,118,28/06/19
3944,151,12/07/19
3951,115,13/09/19
3953,14,11/10/19
3954,142,18/10/19
3958,360,23/08/19
3962,290,30/08/19
3965,218,25/10/19
3968,131,31/05/19
3972,78,04/10/19
3973,103,21/06/19
3975,374,09/08/19
3977,142,05/07/19
3981,125,21/06/19
3982,185,30/08/19
3983,299,19/07/19
3984,200,09/08/19
3987,102,06/09/19
3989,110,25/10/19
3991,23,05/07/19
3992,47,16/08/19
4002,159,21/06/19
4004,356,04/10/19
4006,134,04/10/19
4008,197,24/05/19
4009,267,21/06/19
4010,262,20/09/19
4011,99,25/10/19
4014,145,06/09/19
4015,352,09/08/19
4036,193,09/08/19
4037,371,12/07/19
4039,189,14/06/19
4041,148,05/07/19
4050,378,21/06/19
4053,185,17/05/19
4058,239,09/08/19
4061,252,31/05/19
4062,156,16/08/19
4065,306,09/08/19
4066,220,19/07/19
4067,275,28/06/19
4068,96,11/10/19
4069,244,11/10/19
4070,224,12/07/19
4076,287,24/05/19
4077,83,13/09/19
4082,176,13/09/19
4083,7,07/06/19
4088,274,21/06/19
4091,77,25/10/19
4093,175,31/05/19
4096,76,30/08/19
4098,144,18/10/19
4104,350,31/05/19
4105,234,30/08/19
4112,290,27/09/19
4113,305,06/09/19
4114,238,18/10/19
4116,117,30/08/19
4119,284,07/06/19
4121,61,12/07/19
4125,299,12/07/19
4127,163,11/10/19
4129,76,27/09/19
4130,319,04/10/19
4132,353,30/08/19
4137,176,05/07/19
4144,181,07/06/19
4146,94,07/06/19
4148,107,28/06/19
4152,162,07/06/19
4155,77,30/08/19
4156,26,13/09/19
4159,64,24/05/19
4165,301,19/07/19
4177,386,09/08/19
4180,33,28/06/19
4182,345,31/05/19
4187,183,20/09/19
4188,69,11/10/19
4189,54,05/07/19
4193,48,20/09/19
4194,40,11/10/19
4195,319,16/08/19
4196,371,20/09/19
4202,283,21/06/19
4204,69,25/10/19
4209,371,17/05/19
4212,216,28/06/19
4216,372,20/09/19
4220,163,18/10/19
4227,158,12/07/19
4228,239,25/10/19
4229,225,11/10/19
4230,297,02/08/19
4231,170,25/10/19
4233,205,31/05/19
4234,160,20/09/19
4235,21,25/10/19
4238,266,06/09/19
4241,205,27/09/19
4247,163,13/09/19
4249,312,14/06/19
4252,273,31/05/19
4254,336,21/06/19
4256,315,12/07/19
4257,199,25/10/19
4258,331,07/06/19
4259,286,21/06/19
4260,178,13/09/19
4262,112,31/05/19
4263,60,11/10/19
4264,221,05/07/19
4265,137,26/07/19
4266,88,23/08/19
4267,63,24/05/19
4271,387,11/10/19
4272,274,18/10/19
4273,331,31/05/19
4275,204,06/09/19
4278,180,09/08/19
4279,352,31/05/19
4280,317,07/06/19
4281,120,26/07/19
4283,333,30/08/19
4286,26,24/05/19
4287,217,02/08/19
4289,168,27/09/19
4290,138,02/08/19
4292,278,30/08/19
4301,158,09/08/19
4302,16,18/10/19
4304,278,12/07/19
4308,280,09/08/19
4309,384,02/08/19
4314,137,26/07/19
4317,321,02/08/19
4320,357,21/06/19
